Training_ID,Student_ID,Course_Name,Training_Type,Training_Attendance,Training_Score,Feedback_Rating,Pre_Training_Score,Post_Training_Score,Training_Impact,Improvement
T00998,S0998,Communication Skills,Soft Skills,no,80.0,6.0,80.0,80.0,no,0.0
T00999,S0999,Communication Skills,no,no,80.0,5.0,28.0,80.0,no,52.0
T01000,S1000,DevOps,Soft Skills,No,80.0,3.0,80.0,14.0,No Improvement,-66.0
T01001,S1001,IoT Basics,Soft Skills,Yes,81.0,3.0,80.0,80.0,Improvement,0.0
T01002,S1002,AI Fundamentals,no,Yes,16.0,5.0,1.0,77.0,Improvement,76.0
T01003,S1003,Python Programming,Technical,Yes,80.0,3.0,69.0,80.0,Improvement,11.0
T01004,S1004,Cloud Computing,Soft Skills,No,88.0,6.0,80.0,80.0,no,0.0
T01005,S1005,Negotiation,Soft Skills,Yes,17.0,3.0,80.0,80.0,No Improvement,0.0
T01006,S1006,Web Development,Soft Skills,No,80.0,4.0,80.0,80.0,no,0.0
T01007,S1007,Communication Skills,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01008,S1008,Communication Skills,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T01009,S1009,Cybersecurity,Soft Skills,Yes,80.0,6.0,80.0,55.0,Improvement,-25.0
T01010,S1010,Communication Skills,Soft Skills,No,80.0,2.0,80.0,80.0,No Improvement,0.0
T01011,S1011,Communication Skills,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01012,S1012,Communication Skills,Soft Skills,Yes,80.0,3.0,84.0,80.0,no,-4.0
T01013,S1013,Leadership,no,Yes,80.0,3.0,80.0,14.0,No Improvement,-66.0
T01014,S1014,Data Science,Technical,No,80.0,3.0,1.0,80.0,Improvement,79.0
T01015,S1015,Web Development,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T01016,S1016,Python Programming,Technical,Yes,22.0,3.0,56.0,80.0,no,24.0
T01017,S1017,no,Technical,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T01018,S1018,Python Programming,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T01019,S1019,Web Development,Technical,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01020,S1020,Blockchain,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01021,S1021,Cybersecurity,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01022,S1022,Data Science,Technical,No,98.0,3.0,66.0,42.0,no,-24.0
T01023,S1023,AI Fundamentals,Soft Skills,Yes,80.0,3.0,80.0,76.0,no,-4.0
T01024,S1024,Web Development,Technical,Yes,50.0,2.0,11.0,80.0,no,69.0
T01025,S1025,Blockchain,Technical,no,40.0,6.0,80.0,80.0,no,0.0
T01026,S1026,Communication Skills,no,no,80.0,3.0,50.0,77.0,Improvement,27.0
T01027,S1027,Data Science,no,Yes,80.0,3.0,22.0,80.0,no,58.0
T01028,S1028,DevOps,no,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01029,S1029,AI Fundamentals,Technical,No,80.0,6.0,80.0,51.0,Improvement,-29.0
T01030,S1030,Cloud Computing,no,no,37.0,6.0,80.0,35.0,Improvement,-45.0
T01031,S1031,Leadership,no,No,95.0,5.0,80.0,9.0,no,-71.0
T01032,S1032,Cybersecurity,no,Yes,80.0,3.0,80.0,89.0,Improvement,9.0
T01033,S1033,AI Fundamentals,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T01034,S1034,AI Fundamentals,Technical,No,80.0,6.0,45.0,48.0,No Improvement,3.0
T01035,S1035,Python Programming,Technical,No,80.0,6.0,80.0,80.0,No Improvement,0.0
T01036,S1036,IoT Basics,Soft Skills,No,22.0,3.0,80.0,14.0,No Improvement,-66.0
T01037,S1037,Cybersecurity,no,Yes,80.0,5.0,80.0,28.0,no,-52.0
T01038,S1038,AI Fundamentals,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01039,S1039,Negotiation,Soft Skills,Yes,80.0,3.0,58.0,80.0,no,22.0
T01040,S1040,IoT Basics,Technical,Yes,80.0,1.0,80.0,80.0,no,0.0
T01041,S1041,DevOps,Technical,Yes,46.0,3.0,80.0,80.0,no,0.0
T01042,S1042,DevOps,Soft Skills,No,80.0,3.0,39.0,35.0,no,-4.0
T01043,S1043,no,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T01044,S1044,Leadership,no,Yes,80.0,6.0,80.0,80.0,no,0.0
T01045,S1045,Data Science,Soft Skills,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01046,S1046,Negotiation,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T01047,S1047,Negotiation,Soft Skills,Yes,80.0,3.0,80.0,27.0,no,-53.0
T01048,S1048,Cloud Computing,Technical,no,80.0,3.0,80.0,80.0,No Improvement,0.0
T01049,S1049,Negotiation,Soft Skills,Yes,80.0,3.0,33.0,80.0,Improvement,47.0
T01050,S1050,Blockchain,Technical,Yes,42.0,3.0,80.0,80.0,no,0.0
T01051,S1051,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,67.0,no,-13.0
T01052,S1052,Communication Skills,Soft Skills,No,80.0,2.0,6.0,80.0,no,74.0
T01053,S1053,AI Fundamentals,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T01054,S1054,Leadership,Soft Skills,No,80.0,3.0,8.0,80.0,no,72.0
T01055,S1055,Data Science,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01056,S1056,Web Development,no,Yes,80.0,3.0,47.0,80.0,Improvement,33.0
T01057,S1057,Negotiation,Technical,Yes,79.0,3.0,80.0,80.0,no,0.0
T01058,S1058,Python Programming,Technical,no,80.0,3.0,80.0,53.0,No Improvement,-27.0
T01059,S1059,Cloud Computing,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01060,S1060,no,no,No,80.0,3.0,80.0,80.0,no,0.0
T01061,S1061,Leadership,Soft Skills,No,80.0,4.0,80.0,80.0,no,0.0
T01062,S1062,Web Development,Soft Skills,no,80.0,3.0,80.0,63.0,No Improvement,-17.0
T01063,S1063,Negotiation,Technical,Yes,80.0,3.0,80.0,65.0,no,-15.0
T01064,S1064,Web Development,Technical,Yes,80.0,3.0,80.0,16.0,no,-64.0
T01065,S1065,DevOps,no,Yes,23.0,3.0,36.0,80.0,no,44.0
T01066,S1066,no,no,Yes,80.0,2.0,80.0,80.0,No Improvement,0.0
T01067,S1067,Cloud Computing,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01068,S1068,Communication Skills,no,No,32.0,6.0,80.0,80.0,Improvement,0.0
T01069,S1069,AI Fundamentals,Soft Skills,Yes,75.0,3.0,80.0,64.0,No Improvement,-16.0
T01070,S1070,Python Programming,no,No,80.0,3.0,80.0,44.0,no,-36.0
T01071,S1071,Negotiation,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01072,S1072,Cybersecurity,Soft Skills,Yes,80.0,4.0,80.0,93.0,no,13.0
T01073,S1073,AI Fundamentals,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01074,S1074,Blockchain,Technical,No,12.0,3.0,80.0,80.0,no,0.0
T01075,S1075,Python Programming,no,Yes,80.0,6.0,80.0,80.0,no,0.0
T01076,S1076,Blockchain,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01077,S1077,Negotiation,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01078,S1078,Blockchain,Soft Skills,Yes,80.0,3.0,61.0,80.0,Improvement,19.0
T01079,S1079,no,Soft Skills,No,33.0,3.0,80.0,80.0,no,0.0
T01080,S1080,AI Fundamentals,Technical,Yes,52.0,3.0,42.0,67.0,Improvement,25.0
T01081,S1081,IoT Basics,Soft Skills,Yes,77.0,3.0,80.0,52.0,no,-28.0
T01082,S1082,IoT Basics,no,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01083,S1083,DevOps,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01084,S1084,Cloud Computing,Soft Skills,Yes,80.0,3.0,91.0,80.0,no,-11.0
T01085,S1085,Communication Skills,Soft Skills,Yes,80.0,3.0,83.0,80.0,Improvement,-3.0
T01086,S1086,AI Fundamentals,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01087,S1087,Negotiation,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01088,S1088,Leadership,Soft Skills,no,64.0,3.0,80.0,80.0,no,0.0
T01089,S1089,AI Fundamentals,no,Yes,80.0,3.0,80.0,42.0,Improvement,-38.0
T01090,S1090,IoT Basics,Technical,Yes,12.0,6.0,80.0,80.0,Improvement,0.0
T01091,S1091,no,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01092,S1092,no,Technical,no,49.0,6.0,80.0,80.0,No Improvement,0.0
T01093,S1093,Cloud Computing,Soft Skills,no,80.0,3.0,80.0,80.0,No Improvement,0.0
T01094,S1094,AI Fundamentals,Soft Skills,Yes,24.0,3.0,80.0,80.0,No Improvement,0.0
T01095,S1095,DevOps,Technical,Yes,80.0,6.0,80.0,56.0,no,-24.0
T01096,S1096,Negotiation,Technical,Yes,80.0,1.0,43.0,44.0,no,1.0
T01097,S1097,AI Fundamentals,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01098,S1098,Web Development,Soft Skills,no,7.0,3.0,37.0,80.0,Improvement,43.0
T01099,S1099,Data Science,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T01100,S1100,DevOps,Soft Skills,Yes,79.0,3.0,40.0,80.0,no,40.0
T01101,S1101,Blockchain,Technical,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01102,S1102,Web Development,Technical,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T01103,S1103,AI Fundamentals,no,No,80.0,2.0,80.0,80.0,No Improvement,0.0
T01104,S1104,Python Programming,Soft Skills,Yes,16.0,3.0,49.0,80.0,Improvement,31.0
T01105,S1105,AI Fundamentals,Technical,No,80.0,3.0,53.0,80.0,no,27.0
T01106,S1106,Leadership,Technical,Yes,11.0,3.0,43.0,80.0,Improvement,37.0
T01107,S1107,Python Programming,Technical,Yes,80.0,3.0,78.0,80.0,no,2.0
T01108,S1108,Blockchain,Technical,No,96.0,3.0,80.0,11.0,Improvement,-69.0
T01109,S1109,Data Science,Technical,No,80.0,5.0,80.0,80.0,Improvement,0.0
T01110,S1110,Python Programming,Technical,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01111,S1111,Blockchain,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T01112,S1112,Web Development,Soft Skills,Yes,80.0,3.0,54.0,96.0,no,42.0
T01113,S1113,Cloud Computing,no,No,80.0,6.0,91.0,37.0,no,-54.0
T01114,S1114,Web Development,Technical,no,80.0,5.0,28.0,54.0,Improvement,26.0
T01115,S1115,Blockchain,Technical,Yes,51.0,3.0,80.0,80.0,no,0.0
T01116,S1116,AI Fundamentals,Technical,Yes,1.0,3.0,78.0,32.0,no,-46.0
T01117,S1117,Negotiation,Soft Skills,no,89.0,3.0,80.0,80.0,No Improvement,0.0
T01118,S1118,Blockchain,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T01119,S1119,AI Fundamentals,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01120,S1120,Blockchain,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01121,S1121,Negotiation,Soft Skills,No,87.0,2.0,80.0,72.0,Improvement,-8.0
T01122,S1122,Leadership,Technical,Yes,80.0,4.0,80.0,80.0,Improvement,0.0
T01123,S1123,Cloud Computing,Soft Skills,No,78.0,6.0,80.0,80.0,Improvement,0.0
T01124,S1124,Cybersecurity,no,No,43.0,6.0,80.0,8.0,Improvement,-72.0
T01125,S1125,AI Fundamentals,Technical,no,80.0,3.0,80.0,80.0,No Improvement,0.0
T01126,S1126,DevOps,Technical,Yes,80.0,4.0,21.0,79.0,Improvement,58.0
T01127,S1127,Cloud Computing,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01128,S1128,Cloud Computing,Soft Skills,No,80.0,6.0,80.0,80.0,No Improvement,0.0
T01129,S1129,Cybersecurity,Soft Skills,No,19.0,2.0,19.0,80.0,no,61.0
T01130,S1130,DevOps,Technical,No,80.0,3.0,19.0,80.0,no,61.0
T01131,S1131,Communication Skills,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T01132,S1132,Leadership,no,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01133,S1133,Cloud Computing,Technical,Yes,55.0,4.0,80.0,80.0,no,0.0
T01134,S1134,Cybersecurity,no,Yes,80.0,3.0,35.0,80.0,Improvement,45.0
T01135,S1135,IoT Basics,no,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01136,S1136,DevOps,Soft Skills,Yes,20.0,3.0,80.0,80.0,Improvement,0.0
T01137,S1137,Cloud Computing,no,Yes,89.0,3.0,80.0,80.0,no,0.0
T01138,S1138,Cybersecurity,Soft Skills,Yes,80.0,6.0,36.0,80.0,No Improvement,44.0
T01139,S1139,Blockchain,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01140,S1140,Blockchain,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01141,S1141,Data Science,no,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01142,S1142,Data Science,Soft Skills,No,80.0,3.0,64.0,80.0,no,16.0
T01143,S1143,Negotiation,Technical,No,80.0,4.0,80.0,80.0,Improvement,0.0
T01144,S1144,Cybersecurity,Technical,Yes,80.0,1.0,80.0,80.0,no,0.0
T01145,S1145,Blockchain,Soft Skills,No,80.0,3.0,80.0,14.0,no,-66.0
T01146,S1146,Communication Skills,no,Yes,80.0,3.0,80.0,39.0,No Improvement,-41.0
T01147,S1147,Data Science,Technical,Yes,80.0,3.0,16.0,80.0,No Improvement,64.0
T01148,S1148,Communication Skills,Technical,Yes,72.0,6.0,80.0,80.0,Improvement,0.0
T01149,S1149,Leadership,Soft Skills,No,80.0,6.0,9.0,39.0,No Improvement,30.0
T01150,S1150,Cloud Computing,no,Yes,80.0,1.0,80.0,80.0,Improvement,0.0
T01151,S1151,Python Programming,Technical,no,72.0,5.0,80.0,80.0,Improvement,0.0
T01152,S1152,IoT Basics,Soft Skills,Yes,80.0,1.0,80.0,82.0,Improvement,2.0
T01153,S1153,Blockchain,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T01154,S1154,AI Fundamentals,no,Yes,80.0,6.0,94.0,80.0,Improvement,-14.0
T01155,S1155,Cloud Computing,Soft Skills,No,80.0,6.0,80.0,36.0,No Improvement,-44.0
T01156,S1156,no,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01157,S1157,IoT Basics,no,No,80.0,3.0,20.0,80.0,No Improvement,60.0
T01158,S1158,Data Science,Technical,No,30.0,3.0,80.0,80.0,No Improvement,0.0
T01159,S1159,Communication Skills,no,Yes,80.0,4.0,80.0,80.0,no,0.0
T01160,S1160,Negotiation,Soft Skills,No,80.0,5.0,80.0,80.0,no,0.0
T01161,S1161,Communication Skills,Soft Skills,no,80.0,2.0,92.0,80.0,no,-12.0
T01162,S1162,IoT Basics,Soft Skills,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01163,S1163,Leadership,Technical,Yes,80.0,5.0,80.0,4.0,no,-76.0
T01164,S1164,Leadership,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01165,S1165,Cybersecurity,no,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T01166,S1166,Data Science,Technical,No,80.0,3.0,94.0,80.0,Improvement,-14.0
T01167,S1167,Blockchain,Technical,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01168,S1168,Python Programming,Soft Skills,No,80.0,1.0,80.0,80.0,No Improvement,0.0
T01169,S1169,no,no,no,7.0,3.0,43.0,80.0,no,37.0
T01170,S1170,Web Development,Technical,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01171,S1171,IoT Basics,Soft Skills,Yes,48.0,3.0,80.0,80.0,no,0.0
T01172,S1172,Cybersecurity,Soft Skills,No,80.0,3.0,82.0,80.0,No Improvement,-2.0
T01173,S1173,Blockchain,no,Yes,80.0,6.0,47.0,80.0,Improvement,33.0
T01174,S1174,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01175,S1175,Negotiation,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01176,S1176,Cybersecurity,no,No,90.0,3.0,80.0,80.0,no,0.0
T01177,S1177,AI Fundamentals,Technical,Yes,80.0,3.0,80.0,41.0,no,-39.0
T01178,S1178,Data Science,Technical,Yes,71.0,6.0,80.0,80.0,Improvement,0.0
T01179,S1179,Python Programming,Technical,Yes,44.0,3.0,26.0,93.0,no,67.0
T01180,S1180,Data Science,Technical,Yes,55.0,5.0,5.0,80.0,No Improvement,75.0
T01181,S1181,Negotiation,no,Yes,80.0,2.0,72.0,80.0,No Improvement,8.0
T01182,S1182,Python Programming,Technical,no,80.0,3.0,80.0,80.0,no,0.0
T01183,S1183,Communication Skills,Technical,Yes,80.0,3.0,80.0,92.0,Improvement,12.0
T01184,S1184,Data Science,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01185,S1185,Cybersecurity,Technical,Yes,80.0,6.0,98.0,80.0,Improvement,-18.0
T01186,S1186,no,no,no,80.0,3.0,43.0,80.0,Improvement,37.0
T01187,S1187,DevOps,Technical,Yes,80.0,3.0,80.0,23.0,no,-57.0
T01188,S1188,Data Science,no,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01189,S1189,Cybersecurity,Soft Skills,Yes,80.0,1.0,80.0,89.0,no,9.0
T01190,S1190,IoT Basics,no,no,80.0,5.0,42.0,80.0,no,38.0
T01191,S1191,DevOps,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01192,S1192,Leadership,Technical,no,80.0,3.0,94.0,80.0,no,-14.0
T01193,S1193,Blockchain,Soft Skills,Yes,83.0,3.0,84.0,80.0,no,-4.0
T01194,S1194,Python Programming,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01195,S1195,Communication Skills,Technical,no,80.0,6.0,80.0,80.0,no,0.0
T01196,S1196,IoT Basics,no,no,80.0,6.0,80.0,80.0,No Improvement,0.0
T01197,S1197,Python Programming,no,No,80.0,3.0,80.0,48.0,Improvement,-32.0
T01198,S1198,Negotiation,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01199,S1199,no,Technical,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01200,S1200,Leadership,Soft Skills,Yes,80.0,3.0,12.0,31.0,Improvement,19.0
T01201,S1201,AI Fundamentals,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01202,S1202,no,Soft Skills,Yes,80.0,4.0,80.0,38.0,No Improvement,-42.0
T01203,S1203,Negotiation,Soft Skills,Yes,46.0,3.0,28.0,80.0,Improvement,52.0
T01204,S1204,Python Programming,no,No,80.0,6.0,80.0,93.0,Improvement,13.0
T01205,S1205,Python Programming,Soft Skills,No,61.0,6.0,19.0,80.0,Improvement,61.0
T01206,S1206,Python Programming,no,No,80.0,2.0,80.0,80.0,No Improvement,0.0
T01207,S1207,no,no,no,80.0,3.0,80.0,39.0,Improvement,-41.0
T01208,S1208,Cybersecurity,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01209,S1209,Cybersecurity,Technical,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01210,S1210,Leadership,no,no,80.0,6.0,80.0,80.0,Improvement,0.0
T01211,S1211,Communication Skills,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01212,S1212,Blockchain,no,Yes,44.0,3.0,80.0,80.0,Improvement,0.0
T01213,S1213,Web Development,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01214,S1214,Data Science,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T01215,S1215,Negotiation,Technical,no,23.0,3.0,80.0,80.0,no,0.0
T01216,S1216,Cybersecurity,Technical,no,80.0,3.0,95.0,80.0,Improvement,-15.0
T01217,S1217,Blockchain,no,Yes,80.0,5.0,80.0,80.0,Improvement,0.0
T01218,S1218,Cloud Computing,Technical,no,80.0,6.0,80.0,80.0,Improvement,0.0
T01219,S1219,no,no,No,80.0,6.0,20.0,80.0,Improvement,60.0
T01220,S1220,Communication Skills,Soft Skills,no,80.0,6.0,80.0,80.0,Improvement,0.0
T01221,S1221,Cybersecurity,Technical,No,80.0,3.0,78.0,80.0,no,2.0
T01222,S1222,Data Science,Soft Skills,no,2.0,5.0,80.0,80.0,no,0.0
T01223,S1223,AI Fundamentals,Soft Skills,No,80.0,6.0,80.0,80.0,No Improvement,0.0
T01224,S1224,Negotiation,Technical,Yes,80.0,3.0,91.0,80.0,Improvement,-11.0
T01225,S1225,AI Fundamentals,no,Yes,80.0,4.0,80.0,80.0,Improvement,0.0
T01226,S1226,Cybersecurity,Soft Skills,No,80.0,6.0,80.0,80.0,No Improvement,0.0
T01227,S1227,Python Programming,Soft Skills,No,72.0,3.0,80.0,20.0,Improvement,-60.0
T01228,S1228,Communication Skills,Soft Skills,no,80.0,4.0,2.0,82.0,no,80.0
T01229,S1229,Cloud Computing,no,Yes,80.0,3.0,32.0,80.0,Improvement,48.0
T01230,S1230,Web Development,no,no,80.0,6.0,80.0,80.0,Improvement,0.0
T01231,S1231,Cloud Computing,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T01232,S1232,Python Programming,Soft Skills,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T01233,S1233,DevOps,Technical,Yes,10.0,3.0,80.0,80.0,Improvement,0.0
T01234,S1234,Blockchain,no,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01235,S1235,AI Fundamentals,Soft Skills,No,80.0,2.0,80.0,80.0,no,0.0
T01236,S1236,Negotiation,Soft Skills,Yes,80.0,3.0,14.0,80.0,Improvement,66.0
T01237,S1237,Negotiation,Soft Skills,No,80.0,3.0,80.0,46.0,no,-34.0
T01238,S1238,Leadership,Soft Skills,No,80.0,3.0,1.0,80.0,Improvement,79.0
T01239,S1239,IoT Basics,Soft Skills,Yes,80.0,3.0,49.0,80.0,No Improvement,31.0
T01240,S1240,Negotiation,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01241,S1241,IoT Basics,Soft Skills,Yes,10.0,3.0,79.0,80.0,no,1.0
T01242,S1242,Python Programming,Soft Skills,No,3.0,6.0,80.0,80.0,No Improvement,0.0
T01243,S1243,AI Fundamentals,Technical,No,80.0,5.0,80.0,14.0,Improvement,-66.0
T01244,S1244,Python Programming,Soft Skills,Yes,80.0,6.0,62.0,80.0,No Improvement,18.0
T01245,S1245,IoT Basics,no,no,80.0,6.0,80.0,80.0,No Improvement,0.0
T01246,S1246,IoT Basics,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01247,S1247,Data Science,Technical,no,51.0,3.0,80.0,31.0,no,-49.0
T01248,S1248,Cybersecurity,Soft Skills,Yes,80.0,6.0,94.0,80.0,No Improvement,-14.0
T01249,S1249,Cloud Computing,no,No,80.0,3.0,80.0,71.0,No Improvement,-9.0
T01250,S1250,Cybersecurity,Technical,no,80.0,3.0,80.0,80.0,no,0.0
T01251,S1251,AI Fundamentals,Soft Skills,Yes,97.0,3.0,80.0,80.0,no,0.0
T01252,S1252,Web Development,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01253,S1253,Python Programming,Soft Skills,no,80.0,2.0,80.0,80.0,no,0.0
T01254,S1254,no,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01255,S1255,DevOps,no,no,80.0,6.0,80.0,13.0,No Improvement,-67.0
T01256,S1256,Cybersecurity,no,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01257,S1257,Web Development,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01258,S1258,Cloud Computing,Soft Skills,Yes,20.0,2.0,80.0,80.0,No Improvement,0.0
T01259,S1259,Cybersecurity,Soft Skills,No,80.0,1.0,80.0,80.0,Improvement,0.0
T01260,S1260,Communication Skills,Technical,Yes,80.0,3.0,80.0,59.0,no,-21.0
T01261,S1261,Python Programming,Technical,Yes,80.0,3.0,75.0,80.0,Improvement,5.0
T01262,S1262,Communication Skills,Technical,Yes,80.0,3.0,7.0,80.0,Improvement,73.0
T01263,S1263,Blockchain,Soft Skills,Yes,80.0,2.0,27.0,80.0,Improvement,53.0
T01264,S1264,Negotiation,no,No,35.0,2.0,80.0,80.0,Improvement,0.0
T01265,S1265,Communication Skills,Technical,Yes,80.0,3.0,25.0,80.0,no,55.0
T01266,S1266,Blockchain,Technical,No,80.0,4.0,80.0,80.0,Improvement,0.0
T01267,S1267,Data Science,Soft Skills,Yes,80.0,3.0,80.0,79.0,no,-1.0
T01268,S1268,Web Development,Soft Skills,No,80.0,3.0,14.0,80.0,Improvement,66.0
T01269,S1269,Communication Skills,no,No,80.0,3.0,80.0,48.0,no,-32.0
T01270,S1270,DevOps,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01271,S1271,Python Programming,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01272,S1272,AI Fundamentals,Technical,no,80.0,6.0,80.0,80.0,Improvement,0.0
T01273,S1273,Web Development,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01274,S1274,Blockchain,Technical,No,76.0,6.0,27.0,80.0,Improvement,53.0
T01275,S1275,IoT Basics,no,Yes,80.0,6.0,80.0,80.0,no,0.0
T01276,S1276,AI Fundamentals,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01277,S1277,Web Development,Soft Skills,Yes,80.0,3.0,46.0,29.0,no,-17.0
T01278,S1278,Cybersecurity,no,no,80.0,6.0,80.0,80.0,Improvement,0.0
T01279,S1279,Python Programming,Soft Skills,Yes,80.0,5.0,80.0,44.0,Improvement,-36.0
T01280,S1280,Blockchain,no,No,80.0,4.0,80.0,80.0,Improvement,0.0
T01281,S1281,no,Soft Skills,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01282,S1282,Python Programming,Soft Skills,no,80.0,6.0,80.0,80.0,no,0.0
T01283,S1283,Data Science,Technical,No,80.0,6.0,80.0,80.0,no,0.0
T01284,S1284,Cloud Computing,no,Yes,80.0,4.0,80.0,80.0,Improvement,0.0
T01285,S1285,Python Programming,Soft Skills,Yes,80.0,3.0,84.0,80.0,no,-4.0
T01286,S1286,Cybersecurity,Soft Skills,Yes,80.0,1.0,80.0,80.0,Improvement,0.0
T01287,S1287,Python Programming,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01288,S1288,no,Soft Skills,No,80.0,2.0,80.0,80.0,no,0.0
T01289,S1289,Python Programming,no,Yes,80.0,3.0,80.0,86.0,Improvement,6.0
T01290,S1290,Leadership,no,No,80.0,3.0,80.0,80.0,no,0.0
T01291,S1291,Data Science,no,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01292,S1292,Blockchain,Soft Skills,no,80.0,6.0,80.0,71.0,no,-9.0
T01293,S1293,no,no,Yes,80.0,6.0,80.0,18.0,Improvement,-62.0
T01294,S1294,Cybersecurity,Soft Skills,No,92.0,3.0,80.0,80.0,no,0.0
T01295,S1295,Leadership,Technical,Yes,27.0,2.0,75.0,80.0,no,5.0
T01296,S1296,Negotiation,Soft Skills,Yes,80.0,5.0,80.0,80.0,No Improvement,0.0
T01297,S1297,AI Fundamentals,no,No,80.0,2.0,80.0,80.0,No Improvement,0.0
